cat1,cat_id,trade_rows,sensitivity_units,rank,trade_row_share_pct,cumulative_trade_row_share_pct,segment
50014815,50009541,12,16,299,0.04003870408061126,94.90507490574211,Long tail: remaining 20% of trade rows
50014815,50012467,12,12,300,0.04003870408061126,94.94511360982273,Long tail: remaining 20% of trade rows
50014815,50014278,12,12,301,0.04003870408061126,94.98515231390334,Long tail: remaining 20% of trade rows
50014815,121426038,12,12,302,0.04003870408061126,95.02519101798396,Long tail: remaining 20% of trade rows
50022520,50026459,12,16,303,0.04003870408061126,95.06522972206457,Long tail: remaining 20% of trade rows
28,50008704,11,65,304,0.03670214540722699,95.1019318674718,Long tail: remaining 20% of trade rows
28,50012429,11,24,305,0.03670214540722699,95.13863401287904,Long tail: remaining 20% of trade rows
28,50013199,11,15,306,0.03670214540722699,95.17533615828627,Long tail: remaining 20% of trade rows
28,50019055,11,44,307,0.03670214540722699,95.2120383036935,Long tail: remaining 20% of trade rows
28,50023671,11,14,308,0.03670214540722699,95.24874044910074,Long tail: remaining 20% of trade rows
28,50023733,11,12,309,0.03670214540722699,95.28544259450797,Long tail: remaining 20% of trade rows
28,121474030,11,11,310,0.03670214540722699,95.3221447399152,Long tail: remaining 20% of trade rows
28,122660027,11,15,311,0.03670214540722699,95.35884688532244,Long tail: remaining 20% of trade rows
50008168,50158020,11,11,312,0.03670214540722699,95.39554903072967,Long tail: remaining 20% of trade rows
50014815,50012459,11,13,313,0.03670214540722699,95.4322511761369,Long tail: remaining 20% of trade rows
50014815,121406041,11,16,314,0.03670214540722699,95.46895332154413,Long tail: remaining 20% of trade rows
50022520,50015582,11,21,315,0.03670214540722699,95.50565546695137,Long tail: remaining 20% of trade rows
50022520,50026461,11,11,316,0.03670214540722699,95.5423576123586,Long tail: remaining 20% of trade rows
28,253922,10,10,317,0.03336558673384271,95.57572319909244,Long tail: remaining 20% of trade rows
28,50011778,10,13,318,0.03336558673384271,95.60908878582627,Long tail: remaining 20% of trade rows
28,50023650,10,12,319,0.03336558673384271,95.64245437256011,Long tail: remaining 20% of trade rows
28,50023797,10,10,320,0.03336558673384271,95.67581995929395,Long tail: remaining 20% of trade rows
28,50024154,10,10,321,0.03336558673384271,95.70918554602778,Long tail: remaining 20% of trade rows
28,122678023,10,10,322,0.03336558673384271,95.74255113276162,Long tail: remaining 20% of trade rows
50008168,121506019,10,18,323,0.03336558673384271,95.77591671949546,Long tail: remaining 20% of trade rows
50014815,50005971,10,73,324,0.03336558673384271,95.80928230622929,Long tail: remaining 20% of trade rows
50014815,50014272,10,15,325,0.03336558673384271,95.84264789296313,Long tail: remaining 20% of trade rows
50022520,50012398,10,10,326,0.03336558673384271,95.87601347969697,Long tail: remaining 20% of trade rows
50022520,50026479,10,26,327,0.03336558673384271,95.9093790664308,Long tail: remaining 20% of trade rows
28,50005107,9,10,328,0.030029028060458443,95.93940809449126,Long tail: remaining 20% of trade rows
28,50013839,9,59,329,0.030029028060458443,95.96943712255171,Long tail: remaining 20% of trade rows
28,50015147,9,26,330,0.030029028060458443,95.99946615061216,Long tail: remaining 20% of trade rows
28,50016033,9,9,331,0.030029028060458443,96.02949517867262,Long tail: remaining 20% of trade rows
28,50016063,9,88,332,0.030029028060458443,96.05952420673307,Long tail: remaining 20% of trade rows
28,50023686,9,9,333,0.030029028060458443,96.08955323479353,Long tail: remaining 20% of trade rows
28,50023795,9,9,334,0.030029028060458443,96.11958226285398,Long tail: remaining 20% of trade rows
28,50024076,9,79,335,0.030029028060458443,96.14961129091444,Long tail: remaining 20% of trade rows
28,121452026,9,10,336,0.030029028060458443,96.17964031897489,Long tail: remaining 20% of trade rows
38,50016122,9,26,337,0.030029028060458443,96.20966934703534,Long tail: remaining 20% of trade rows
38,121474039,9,19,338,0.030029028060458443,96.2396983750958,Long tail: remaining 20% of trade rows
50014815,50008722,9,10,339,0.030029028060458443,96.26972740315625,Long tail: remaining 20% of trade rows
50014815,50009550,9,10,340,0.030029028060458443,96.29975643121671,Long tail: remaining 20% of trade rows
50014815,50012798,9,11,341,0.030029028060458443,96.32978545927716,Long tail: remaining 20% of trade rows
50014815,50012837,9,12,342,0.030029028060458443,96.35981448733762,Long tail: remaining 20% of trade rows
50014815,50014268,9,16,343,0.030029028060458443,96.38984351539807,Long tail: remaining 20% of trade rows
50014815,50014759,9,17,344,0.030029028060458443,96.41987254345852,Long tail: remaining 20% of trade rows
50014815,121412034,9,9,345,0.030029028060458443,96.44990157151898,Long tail: remaining 20% of trade rows
50022520,50012377,9,9,346,0.030029028060458443,96.47993059957943,Long tail: remaining 20% of trade rows
50022520,50023609,9,9,347,0.030029028060458443,96.50995962763989,Long tail: remaining 20% of trade rows
50022520,121392042,9,9,348,0.030029028060458443,96.53998865570034,Long tail: remaining 20% of trade rows
50022520,121414022,9,17,349,0.030029028060458443,96.5700176837608,Long tail: remaining 20% of trade rows
50022520,121450042,9,9,350,0.030029028060458443,96.60004671182125,Long tail: remaining 20% of trade rows
28,251119,8,73,351,0.02669246938707417,96.62673918120832,Long tail: remaining 20% of trade rows
28,50008707,8,8,352,0.02669246938707417,96.6534316505954,Long tail: remaining 20% of trade rows
28,50023646,8,12,353,0.02669246938707417,96.68012411998247,Long tail: remaining 20% of trade rows
28,50023707,8,10,354,0.02669246938707417,96.70681658936954,Long tail: remaining 20% of trade rows
28,50023715,8,27,355,0.02669246938707417,96.73350905875661,Long tail: remaining 20% of trade rows
28,50024627,8,8,356,0.02669246938707417,96.76020152814368,Long tail: remaining 20% of trade rows
28,121466040,8,27,357,0.02669246938707417,96.78689399753075,Long tail: remaining 20% of trade rows
38,50018822,8,13,358,0.02669246938707417,96.81358646691783,Long tail: remaining 20% of trade rows
38,121418037,8,9,359,0.02669246938707417,96.8402789363049,Long tail: remaining 20% of trade rows
38,121448033,8,12,360,0.02669246938707417,96.86697140569197,Long tail: remaining 20% of trade rows
50008168,50007016,8,11,361,0.02669246938707417,96.89366387507904,Long tail: remaining 20% of trade rows
50008168,50012362,8,8,362,0.02669246938707417,96.92035634446611,Long tail: remaining 20% of trade rows
50008168,121454027,8,8,363,0.02669246938707417,96.94704881385319,Long tail: remaining 20% of trade rows
50008168,121472021,8,8,364,0.02669246938707417,96.97374128324026,Long tail: remaining 20% of trade rows
50014815,50006908,8,8,365,0.02669246938707417,97.00043375262733,Long tail: remaining 20% of trade rows
50014815,50009551,8,10,366,0.02669246938707417,97.0271262220144,Long tail: remaining 20% of trade rows
50014815,50016488,8,8,367,0.02669246938707417,97.05381869140147,Long tail: remaining 20% of trade rows
50022520,50010417,8,8,368,0.02669246938707417,97.08051116078855,Long tail: remaining 20% of trade rows
50022520,50026465,8,8,369,0.02669246938707417,97.10720363017562,Long tail: remaining 20% of trade rows
28,251121,7,17,370,0.0233559107136899,97.13055954088931,Long tail: remaining 20% of trade rows
28,50007136,7,8,371,0.0233559107136899,97.153915451603,Long tail: remaining 20% of trade rows
28,50013197,7,7,372,0.0233559107136899,97.17727136231669,Long tail: remaining 20% of trade rows
28,50014260,7,7,373,0.0233559107136899,97.20062727303038,Long tail: remaining 20% of trade rows
28,50016039,7,65,374,0.0233559107136899,97.22398318374407,Long tail: remaining 20% of trade rows
28,50023514,7,7,375,0.0233559107136899,97.24733909445776,Long tail: remaining 20% of trade rows
28,50023642,7,8,376,0.0233559107136899,97.27069500517145,Long tail: remaining 20% of trade rows
28,50023709,7,20,377,0.0233559107136899,97.29405091588514,Long tail: remaining 20% of trade rows
28,50024148,7,7,378,0.0233559107136899,97.31740682659883,Long tail: remaining 20% of trade rows
28,50136026,7,7,379,0.0233559107136899,97.34076273731252,Long tail: remaining 20% of trade rows
28,121474040,7,10,380,0.0233559107136899,97.3641186480262,Long tail: remaining 20% of trade rows
28,122676024,7,7,381,0.0233559107136899,97.3874745587399,Long tail: remaining 20% of trade rows
38,50018614,7,11,382,0.0233559107136899,97.41083046945359,Long tail: remaining 20% of trade rows
50008168,121382031,7,7,383,0.0233559107136899,97.43418638016728,Long tail: remaining 20% of trade rows
50014815,50012825,7,7,384,0.0233559107136899,97.45754229088097,Long tail: remaining 20% of trade rows
50014815,50012835,7,7,385,0.0233559107136899,97.48089820159466,Long tail: remaining 20% of trade rows
50014815,50013715,7,7,386,0.0233559107136899,97.50425411230835,Long tail: remaining 20% of trade rows
50014815,50014276,7,7,387,0.0233559107136899,97.52761002302204,Long tail: remaining 20% of trade rows
50014815,50016471,7,8,388,0.0233559107136899,97.55096593373572,Long tail: remaining 20% of trade rows
50014815,121406023,7,7,389,0.0233559107136899,97.57432184444941,Long tail: remaining 20% of trade rows
50022520,50017201,7,12,390,0.0233559107136899,97.5976777551631,Long tail: remaining 20% of trade rows
50022520,50026456,7,10,391,0.0233559107136899,97.6210336658768,Long tail: remaining 20% of trade rows
50022520,50026457,7,7,392,0.0233559107136899,97.64438957659048,Long tail: remaining 20% of trade rows
50022520,50026494,7,18,393,0.0233559107136899,97.66774548730417,Long tail: remaining 20% of trade rows
122650008,50012369,7,7,394,0.0233559107136899,97.69110139801786,Long tail: remaining 20% of trade rows
122650008,50132020,7,26,395,0.0233559107136899,97.71445730873155,Long tail: remaining 20% of trade rows
28,251221,6,10,396,0.02001935204030563,97.73447666077186,Long tail: remaining 20% of trade rows
28,50005918,6,6,397,0.02001935204030563,97.75449601281217,Long tail: remaining 20% of trade rows
28,50012479,6,7,398,0.02001935204030563,97.77451536485248,Long tail: remaining 20% of trade rows
28,50012480,6,19,399,0.02001935204030563,97.79453471689278,Long tail: remaining 20% of trade rows
28,50015148,6,15,400,0.02001935204030563,97.81455406893309,Long tail: remaining 20% of trade rows
28,50023657,6,6,401,0.02001935204030563,97.8345734209734,Long tail: remaining 20% of trade rows
28,50023687,6,11,402,0.02001935204030563,97.8545927730137,Long tail: remaining 20% of trade rows
28,121426030,6,69,403,0.02001935204030563,97.87461212505401,Long tail: remaining 20% of trade rows
28,122674029,6,7,404,0.02001935204030563,97.89463147709432,Long tail: remaining 20% of trade rows
38,50062019,6,7,405,0.02001935204030563,97.91465082913463,Long tail: remaining 20% of trade rows
50008168,121396025,6,6,406,0.02001935204030563,97.93467018117494,Long tail: remaining 20% of trade rows
50014815,50005975,6,10,407,0.02001935204030563,97.95468953321524,Long tail: remaining 20% of trade rows
50014815,50005984,6,6,408,0.02001935204030563,97.97470888525555,Long tail: remaining 20% of trade rows
50014815,50006035,6,7,409,0.02001935204030563,97.99472823729586,Long tail: remaining 20% of trade rows
50014815,50006040,6,6,410,0.02001935204030563,98.01474758933617,Long tail: remaining 20% of trade rows
50014815,121380035,6,12,411,0.02001935204030563,98.03476694137647,Long tail: remaining 20% of trade rows
50014815,121382039,6,6,412,0.02001935204030563,98.05478629341678,Long tail: remaining 20% of trade rows
50014815,121456023,6,7,413,0.02001935204030563,98.07480564545709,Long tail: remaining 20% of trade rows
50022520,50026460,6,50,414,0.02001935204030563,98.0948249974974,Long tail: remaining 20% of trade rows
50022520,121390030,6,6,415,0.02001935204030563,98.1148443495377,Long tail: remaining 20% of trade rows
28,201826,5,7,416,0.016682793366921356,98.13152714290463,Long tail: remaining 20% of trade rows
28,50000832,5,7,417,0.016682793366921356,98.14820993627156,Long tail: remaining 20% of trade rows
28,50008854,5,5,418,0.016682793366921356,98.16489272963848,Long tail: remaining 20% of trade rows
28,50008857,5,5,419,0.016682793366921356,98.1815755230054,Long tail: remaining 20% of trade rows
28,50013840,5,5,420,0.016682793366921356,98.19825831637233,Long tail: remaining 20% of trade rows
28,50013998,5,5,421,0.016682793366921356,98.21494110973926,Long tail: remaining 20% of trade rows
28,50019070,5,10,422,0.016682793366921356,98.23162390310618,Long tail: remaining 20% of trade rows
28,50023464,5,5,423,0.016682793366921356,98.24830669647311,Long tail: remaining 20% of trade rows
28,50024169,5,6,424,0.016682793366921356,98.26498948984003,Long tail: remaining 20% of trade rows
28,122642023,5,5,425,0.016682793366921356,98.28167228320696,Long tail: remaining 20% of trade rows
28,122680025,5,5,426,0.016682793366921356,98.29835507657388,Long tail: remaining 20% of trade rows
38,50018827,5,5,427,0.016682793366921356,98.31503786994081,Long tail: remaining 20% of trade rows
50008168,121404022,5,5,428,0.016682793366921356,98.33172066330773,Long tail: remaining 20% of trade rows
50008168,121404023,5,5,429,0.016682793366921356,98.34840345667466,Long tail: remaining 20% of trade rows
50014815,50012773,5,5,430,0.016682793366921356,98.36508625004159,Long tail: remaining 20% of trade rows
50014815,50018433,5,5,431,0.016682793366921356,98.38176904340851,Long tail: remaining 20% of trade rows
50022520,50006031,5,5,432,0.016682793366921356,98.39845183677544,Long tail: remaining 20% of trade rows
50022520,50010410,5,17,433,0.016682793366921356,98.41513463014236,Long tail: remaining 20% of trade rows
50022520,50011847,5,5,434,0.016682793366921356,98.43181742350929,Long tail: remaining 20% of trade rows
50022520,50016902,5,19,435,0.016682793366921356,98.44850021687621,Long tail: remaining 20% of trade rows
50022520,121450049,5,5,436,0.016682793366921356,98.46518301024314,Long tail: remaining 20% of trade rows
50022520,121482036,5,7,437,0.016682793366921356,98.48186580361006,Long tail: remaining 20% of trade rows
122650008,50017921,5,14,438,0.016682793366921356,98.49854859697699,Long tail: remaining 20% of trade rows
28,251219,4,4,439,0.013346234693537086,98.51189483167053,Long tail: remaining 20% of trade rows
28,50012423,4,13,440,0.013346234693537086,98.52524106636407,Long tail: remaining 20% of trade rows
28,50013868,4,8,441,0.013346234693537086,98.53858730105762,Long tail: remaining 20% of trade rows
28,50023530,4,6,442,0.013346234693537086,98.55193353575116,Long tail: remaining 20% of trade rows
28,50023798,4,4,443,0.013346234693537086,98.5652797704447,Long tail: remaining 20% of trade rows
28,50024235,4,15,444,0.013346234693537086,98.57862600513825,Long tail: remaining 20% of trade rows
28,50136024,4,16,445,0.013346234693537086,98.59197223983179,Long tail: remaining 20% of trade rows
28,121364033,4,23,446,0.013346234693537086,98.60531847452533,Long tail: remaining 20% of trade rows
28,121408032,4,4,447,0.013346234693537086,98.61866470921888,Long tail: remaining 20% of trade rows
28,122690023,4,4,448,0.013346234693537086,98.63201094391242,Long tail: remaining 20% of trade rows
38,121422044,4,12,449,0.013346234693537086,98.64535717860596,Long tail: remaining 20% of trade rows
50008168,50023886,4,4,450,0.013346234693537086,98.6587034132995,Long tail: remaining 20% of trade rows
50008168,121368022,4,4,451,0.013346234693537086,98.67204964799305,Long tail: remaining 20% of trade rows
50014815,50008729,4,4,452,0.013346234693537086,98.68539588268659,Long tail: remaining 20% of trade rows
50014815,50012463,4,4,453,0.013346234693537086,98.69874211738014,Long tail: remaining 20% of trade rows
50014815,50012472,4,4,454,0.013346234693537086,98.71208835207368,Long tail: remaining 20% of trade rows
50014815,50012486,4,5,455,0.013346234693537086,98.72543458676722,Long tail: remaining 20% of trade rows
50014815,50012732,4,4,456,0.013346234693537086,98.73878082146076,Long tail: remaining 20% of trade rows
50014815,50012776,4,4,457,0.013346234693537086,98.75212705615431,Long tail: remaining 20% of trade rows
50014815,50014267,4,5,458,0.013346234693537086,98.76547329084785,Long tail: remaining 20% of trade rows
50014815,50015969,4,10,459,0.013346234693537086,98.7788195255414,Long tail: remaining 20% of trade rows
50014815,50015995,4,4,460,0.013346234693537086,98.79216576023494,Long tail: remaining 20% of trade rows
50014815,50016241,4,7,461,0.013346234693537086,98.80551199492848,Long tail: remaining 20% of trade rows
50014815,50016489,4,4,462,0.013346234693537086,98.81885822962202,Long tail: remaining 20% of trade rows
50022520,50011828,4,5,463,0.013346234693537086,98.83220446431557,Long tail: remaining 20% of trade rows
50022520,50016749,4,4,464,0.013346234693537086,98.84555069900911,Long tail: remaining 20% of trade rows
50022520,50026471,4,5,465,0.013346234693537086,98.85889693370265,Long tail: remaining 20% of trade rows
50022520,50026492,4,13,466,0.013346234693537086,98.8722431683962,Long tail: remaining 20% of trade rows
122650008,50003638,4,5,467,0.013346234693537086,98.88558940308974,Long tail: remaining 20% of trade rows
122650008,121410024,4,6,468,0.013346234693537086,98.89893563778328,Long tail: remaining 20% of trade rows
28,50000953,3,22,469,0.010009676020152816,98.90894531380343,Long tail: remaining 20% of trade rows
28,50005915,3,3,470,0.010009676020152816,98.91895498982358,Long tail: remaining 20% of trade rows
28,50005920,3,3,471,0.010009676020152816,98.92896466584372,Long tail: remaining 20% of trade rows
28,50007138,3,3,472,0.010009676020152816,98.93897434186387,Long tail: remaining 20% of trade rows
28,50008858,3,3,473,0.010009676020152816,98.94898401788402,Long tail: remaining 20% of trade rows
28,50013076,3,3,474,0.010009676020152816,98.95899369390416,Long tail: remaining 20% of trade rows
28,50016068,3,4,475,0.010009676020152816,98.96900336992431,Long tail: remaining 20% of trade rows
28,50023649,3,3,476,0.010009676020152816,98.97901304594446,Long tail: remaining 20% of trade rows
28,50023818,3,3,477,0.010009676020152816,98.9890227219646,Long tail: remaining 20% of trade rows
28,50023819,3,3,478,0.010009676020152816,98.99903239798475,Long tail: remaining 20% of trade rows
28,50024168,3,5,479,0.010009676020152816,99.0090420740049,Long tail: remaining 20% of trade rows
28,50024184,3,3,480,0.010009676020152816,99.01905175002504,Long tail: remaining 20% of trade rows
28,50140022,3,3,481,0.010009676020152816,99.02906142604519,Long tail: remaining 20% of trade rows
28,121418035,3,7,482,0.010009676020152816,99.03907110206534,Long tail: remaining 20% of trade rows
28,121420021,3,3,483,0.010009676020152816,99.04908077808548,Long tail: remaining 20% of trade rows
38,50064019,3,3,484,0.010009676020152816,99.05909045410563,Long tail: remaining 20% of trade rows
38,121416035,3,3,485,0.010009676020152816,99.06910013012578,Long tail: remaining 20% of trade rows
50008168,50019484,3,3,486,0.010009676020152816,99.07910980614592,Long tail: remaining 20% of trade rows
50008168,121412025,3,3,487,0.010009676020152816,99.08911948216607,Long tail: remaining 20% of trade rows
50008168,121450024,3,3,488,0.010009676020152816,99.09912915818622,Long tail: remaining 20% of trade rows
50014815,50005980,3,3,489,0.010009676020152816,99.10913883420636,Long tail: remaining 20% of trade rows
50014815,50005988,3,3,490,0.010009676020152816,99.11914851022651,Long tail: remaining 20% of trade rows
50014815,50012468,3,3,491,0.010009676020152816,99.12915818624666,Long tail: remaining 20% of trade rows
50014815,50012859,3,3,492,0.010009676020152816,99.1391678622668,Long tail: remaining 20% of trade rows
50014815,50014862,3,3,493,0.010009676020152816,99.14917753828695,Long tail: remaining 20% of trade rows
50014815,50015071,3,4,494,0.010009676020152816,99.1591872143071,Long tail: remaining 20% of trade rows
50014815,50016387,3,3,495,0.010009676020152816,99.16919689032724,Long tail: remaining 20% of trade rows
50014815,50016485,3,3,496,0.010009676020152816,99.17920656634739,Long tail: remaining 20% of trade rows
50014815,50018437,3,4,497,0.010009676020152816,99.18921624236754,Long tail: remaining 20% of trade rows
50014815,50018704,3,3,498,0.010009676020152816,99.19922591838768,Long tail: remaining 20% of trade rows
50022520,50010416,3,7,499,0.010009676020152816,99.20923559440783,Long tail: remaining 20% of trade rows
50022520,50012390,3,3,500,0.010009676020152816,99.21924527042798,Long tail: remaining 20% of trade rows
50022520,50012396,3,3,501,0.010009676020152816,99.22925494644812,Long tail: remaining 20% of trade rows
50022520,50012550,3,3,502,0.010009676020152816,99.23926462246827,Long tail: remaining 20% of trade rows
50022520,50015911,3,11,503,0.010009676020152816,99.24927429848842,Long tail: remaining 20% of trade rows
50022520,50023602,3,5,504,0.010009676020152816,99.25928397450856,Long tail: remaining 20% of trade rows
50022520,50023694,3,8,505,0.010009676020152816,99.26929365052871,Long tail: remaining 20% of trade rows
50022520,50026495,3,3,506,0.010009676020152816,99.27930332654886,Long tail: remaining 20% of trade rows
50022520,121380043,3,3,507,0.010009676020152816,99.289313002569,Long tail: remaining 20% of trade rows
28,50000833,2,2,508,0.006673117346768543,99.29598611991577,Long tail: remaining 20% of trade rows
28,50001707,2,3,509,0.006673117346768543,99.30265923726253,Long tail: remaining 20% of trade rows
28,50006937,2,2,510,0.006673117346768543,99.3093323546093,Long tail: remaining 20% of trade rows
28,50008367,2,6,511,0.006673117346768543,99.31600547195606,Long tail: remaining 20% of trade rows
28,50012477,2,3,512,0.006673117346768543,99.32267858930283,Long tail: remaining 20% of trade rows
28,50013194,2,2,513,0.006673117346768543,99.32935170664959,Long tail: remaining 20% of trade rows
28,50016075,2,2,514,0.006673117346768543,99.33602482399635,Long tail: remaining 20% of trade rows
28,50016127,2,2,515,0.006673117346768543,99.34269794134312,Long tail: remaining 20% of trade rows
28,50016456,2,4,516,0.006673117346768543,99.34937105868988,Long tail: remaining 20% of trade rows
28,50023617,2,2,517,0.006673117346768543,99.35604417603665,Long tail: remaining 20% of trade rows
28,50023639,2,2,518,0.006673117346768543,99.36271729338341,Long tail: remaining 20% of trade rows
28,50023669,2,2,519,0.006673117346768543,99.36939041073018,Long tail: remaining 20% of trade rows
28,50023696,2,2,520,0.006673117346768543,99.37606352807694,Long tail: remaining 20% of trade rows
28,50023698,2,21,521,0.006673117346768543,99.3827366454237,Long tail: remaining 20% of trade rows
28,50023702,2,2,522,0.006673117346768543,99.38940976277047,Long tail: remaining 20% of trade rows
28,50023712,2,3,523,0.006673117346768543,99.39608288011723,Long tail: remaining 20% of trade rows
28,50023809,2,5,524,0.006673117346768543,99.402755997464,Long tail: remaining 20% of trade rows
28,50023821,2,2,525,0.006673117346768543,99.40942911481076,Long tail: remaining 20% of trade rows
28,50024082,2,3,526,0.006673117346768543,99.41610223215753,Long tail: remaining 20% of trade rows
28,50024247,2,2,527,0.006673117346768543,99.42277534950429,Long tail: remaining 20% of trade rows
28,50024629,2,3,528,0.006673117346768543,99.42944846685106,Long tail: remaining 20% of trade rows
28,121382040,2,1,529,0.006673117346768543,99.43612158419782,Long tail: remaining 20% of trade rows
28,121396023,2,2,530,0.006673117346768543,99.44279470154459,Long tail: remaining 20% of trade rows
28,121454042,2,2,531,0.006673117346768543,99.44946781889135,Long tail: remaining 20% of trade rows
28,122616025,2,2,532,0.006673117346768543,99.45614093623811,Long tail: remaining 20% of trade rows
28,122680026,2,2,533,0.006673117346768543,99.46281405358488,Long tail: remaining 20% of trade rows
38,50016123,2,3,534,0.006673117346768543,99.46948717093164,Long tail: remaining 20% of trade rows
38,50018858,2,2,535,0.006673117346768543,99.47616028827841,Long tail: remaining 20% of trade rows
50008168,50012368,2,2,536,0.006673117346768543,99.48283340562517,Long tail: remaining 20% of trade rows
50008168,121366025,2,2,537,0.006673117346768543,99.48950652297194,Long tail: remaining 20% of trade rows
50008168,121416022,2,2,538,0.006673117346768543,99.4961796403187,Long tail: remaining 20% of trade rows
50008168,121448025,2,3,539,0.006673117346768543,99.50285275766547,Long tail: remaining 20% of trade rows
50014815,50013217,2,2,540,0.006673117346768543,99.50952587501223,Long tail: remaining 20% of trade rows
50014815,50013885,2,15,541,0.006673117346768543,99.516198992359,Long tail: remaining 20% of trade rows
50014815,50015399,2,2,542,0.006673117346768543,99.52287210970576,Long tail: remaining 20% of trade rows
50014815,50016178,2,2,543,0.006673117346768543,99.52954522705252,Long tail: remaining 20% of trade rows
50014815,50016348,2,2,544,0.006673117346768543,99.53621834439929,Long tail: remaining 20% of trade rows
50014815,50018642,2,3,545,0.006673117346768543,99.54289146174605,Long tail: remaining 20% of trade rows
50014815,50232021,2,2,546,0.006673117346768543,99.54956457909282,Long tail: remaining 20% of trade rows
50014815,50250019,2,2,547,0.006673117346768543,99.55623769643958,Long tail: remaining 20% of trade rows
50014815,50250020,2,3,548,0.006673117346768543,99.56291081378635,Long tail: remaining 20% of trade rows
50014815,121382051,2,2,549,0.006673117346768543,99.56958393113311,Long tail: remaining 20% of trade rows
50014815,121466039,2,2,550,0.006673117346768543,99.57625704847987,Long tail: remaining 20% of trade rows
50022520,50002682,2,2,551,0.006673117346768543,99.58293016582664,Long tail: remaining 20% of trade rows
50022520,50023613,2,2,552,0.006673117346768543,99.5896032831734,Long tail: remaining 20% of trade rows
50022520,50023633,2,2,553,0.006673117346768543,99.59627640052017,Long tail: remaining 20% of trade rows
50022520,50023664,2,2,554,0.006673117346768543,99.60294951786693,Long tail: remaining 20% of trade rows
50022520,50026458,2,2,555,0.006673117346768543,99.6096226352137,Long tail: remaining 20% of trade rows
50022520,50026464,2,5,556,0.006673117346768543,99.61629575256046,Long tail: remaining 20% of trade rows
50022520,50026468,2,2,557,0.006673117346768543,99.62296886990723,Long tail: remaining 20% of trade rows
50022520,50026472,2,4,558,0.006673117346768543,99.62964198725399,Long tail: remaining 20% of trade rows
50022520,50026474,2,1,559,0.006673117346768543,99.63631510460075,Long tail: remaining 20% of trade rows
50022520,50026481,2,3,560,0.006673117346768543,99.64298822194752,Long tail: remaining 20% of trade rows
50022520,50026486,2,51,561,0.006673117346768543,99.64966133929428,Long tail: remaining 20% of trade rows
50022520,50026487,2,3,562,0.006673117346768543,99.65633445664105,Long tail: remaining 20% of trade rows
50022520,50026488,2,6,563,0.006673117346768543,99.66300757398781,Long tail: remaining 20% of trade rows
50022520,50026491,2,2,564,0.006673117346768543,99.66968069133458,Long tail: remaining 20% of trade rows
50022520,121474036,2,3,565,0.006673117346768543,99.67635380868134,Long tail: remaining 20% of trade rows
28,1662,1,1,566,0.0033365586733842714,99.67969036735472,Long tail: remaining 20% of trade rows
28,251220,1,1,567,0.0033365586733842714,99.6830269260281,Long tail: remaining 20% of trade rows
28,50003636,1,1,568,0.0033365586733842714,99.68636348470149,Long tail: remaining 20% of trade rows
28,50005917,1,1,569,0.0033365586733842714,99.68970004337487,Long tail: remaining 20% of trade rows
28,50006101,1,1,570,0.0033365586733842714,99.69303660204825,Long tail: remaining 20% of trade rows
28,50006947,1,1,571,0.0033365586733842714,99.69637316072163,Long tail: remaining 20% of trade rows
28,50006955,1,1,572,0.0033365586733842714,99.69970971939502,Long tail: remaining 20% of trade rows
28,50008709,1,1,573,0.0033365586733842714,99.7030462780684,Long tail: remaining 20% of trade rows
28,50009938,1,2,574,0.0033365586733842714,99.70638283674178,Long tail: remaining 20% of trade rows
28,50012425,1,1,575,0.0033365586733842714,99.70971939541516,Long tail: remaining 20% of trade rows
28,50012482,1,1,576,0.0033365586733842714,99.71305595408855,Long tail: remaining 20% of trade rows
28,50012483,1,1,577,0.0033365586733842714,99.71639251276193,Long tail: remaining 20% of trade rows
28,50013191,1,1,578,0.0033365586733842714,99.71972907143531,Long tail: remaining 20% of trade rows
28,50013985,1,1,579,0.0033365586733842714,99.72306563010869,Long tail: remaining 20% of trade rows
28,50015150,1,10,580,0.0033365586733842714,99.72640218878207,Long tail: remaining 20% of trade rows
28,50015913,1,1,581,0.0033365586733842714,99.72973874745546,Long tail: remaining 20% of trade rows
28,50019021,1,1,582,0.0033365586733842714,99.73307530612884,Long tail: remaining 20% of trade rows
28,50023647,1,1,583,0.0033365586733842714,99.73641186480222,Long tail: remaining 20% of trade rows
28,50023648,1,1,584,0.0033365586733842714,99.7397484234756,Long tail: remaining 20% of trade rows
28,50023652,1,1,585,0.0033365586733842714,99.74308498214899,Long tail: remaining 20% of trade rows
28,50023658,1,1,586,0.0033365586733842714,99.74642154082237,Long tail: remaining 20% of trade rows
28,50023668,1,1,587,0.0033365586733842714,99.74975809949575,Long tail: remaining 20% of trade rows
28,50023703,1,1,588,0.0033365586733842714,99.75309465816913,Long tail: remaining 20% of trade rows
28,50023710,1,1,589,0.0033365586733842714,99.75643121684251,Long tail: remaining 20% of trade rows
28,50023720,1,1,590,0.0033365586733842714,99.7597677755159,Long tail: remaining 20% of trade rows
28,50023728,1,1,591,0.0033365586733842714,99.76310433418928,Long tail: remaining 20% of trade rows
28,50023796,1,10,592,0.0033365586733842714,99.76644089286266,Long tail: remaining 20% of trade rows
28,50023810,1,4,593,0.0033365586733842714,99.76977745153604,Long tail: remaining 20% of trade rows
28,50024080,1,15,594,0.0033365586733842714,99.77311401020943,Long tail: remaining 20% of trade rows
